x_min,x_max,y_min,y_max,ID
179,191,349,361,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568_113_89
430,441,232,243,1.3.6.1.4.1.14519.5.2.1.6279.6001.466284753932369813717081722101_189_994
425,451,168,194,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_74_190
413,434,228,249,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_81_191
370,386,185,201,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_96_192
133,147,275,289,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_108_193
326,354,262,290,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_129_194
411,425,177,191,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230_82_811
79,90,192,203,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230_71_812
151,162,130,141,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230_45_813
167,190,358,381,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230_52_814
147,164,252,269,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230_63_815
126,146,329,349,1.3.6.1.4.1.14519.5.2.1.6279.6001.232071262560365924176679652948_150_558
194,208,240,254,1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696_118_1067
431,448,197,214,1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696_50_1068
319,331,333,345,1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191_95_159
106,119,112,125,1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191_195_160
80,90,186,196,1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191_194_161
101,122,296,317,1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179_289_1153
191,209,182,200,1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179_339_1154
383,417,328,362,1.3.6.1.4.1.14519.5.2.1.6279.6001.323753921818102744511069914832_51_895
378,395,299,316,1.3.6.1.4.1.14519.5.2.1.6279.6001.323753921818102744511069914832_72_896
80,109,238,267,1.3.6.1.4.1.14519.5.2.1.6279.6001.226383054119800793308721198594_144_527
347,361,389,403,1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296_137_756
378,390,441,453,1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556_161_675
106,120,414,428,1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556_180_676
326,343,426,443,1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556_199_677
370,385,426,441,1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556_219_678
364,376,366,378,1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556_234_679
107,129,215,237,1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250_163_212
430,442,289,301,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301_77_358
161,173,195,207,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301_113_359
400,413,180,193,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301_125_360
206,219,275,288,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301_156_361
289,300,288,299,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301_157_362
449,463,261,275,1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826_52_479
455,467,318,330,1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826_53_480
372,385,391,404,1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826_106_481
186,199,258,271,1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826_217_482
187,209,320,342,1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075_166_835
416,429,357,370,1.3.6.1.4.1.14519.5.2.1.6279.6001.939152384493874708850321969356_68_1159
93,105,273,285,1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982_200_483
424,435,224,235,1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982_142_484
363,374,221,232,1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982_230_485
163,182,318,337,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_266_3
201,239,273,311,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_252_4
360,397,232,269,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_230_5
359,393,318,352,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_142_6
391,403,174,186,1.3.6.1.4.1.14519.5.2.1.6279.6001.225154811831720426832024114593_71_517
322,335,401,414,1.3.6.1.4.1.14519.5.2.1.6279.6001.225154811831720426832024114593_53_518
356,369,391,404,1.3.6.1.4.1.14519.5.2.1.6279.6001.225154811831720426832024114593_80_519
158,170,347,359,1.3.6.1.4.1.14519.5.2.1.6279.6001.267957701183569638795986183786_317_688
146,163,185,202,1.3.6.1.4.1.14519.5.2.1.6279.6001.267957701183569638795986183786_204_689
107,118,177,188,1.3.6.1.4.1.14519.5.2.1.6279.6001.267957701183569638795986183786_212_690
98,141,172,215,1.3.6.1.4.1.14519.5.2.1.6279.6001.267957701183569638795986183786_176_691
201,221,313,333,1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209_40_123
167,190,350,373,1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209_136_124
132,148,192,208,1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266_198_399
313,326,230,243,1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266_215_400
106,117,331,342,1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708_147_394
396,410,292,306,1.3.6.1.4.1.14519.5.2.1.6279.6001.253322967203074795232627653819_384_637
101,112,359,370,1.3.6.1.4.1.14519.5.2.1.6279.6001.253322967203074795232627653819_275_638
148,160,161,173,1.3.6.1.4.1.14519.5.2.1.6279.6001.253322967203074795232627653819_165_639
420,434,310,324,1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636_170_162
120,131,156,167,1.3.6.1.4.1.14519.5.2.1.6279.6001.227796349777753378641347819780_310_532
35,49,257,271,1.3.6.1.4.1.14519.5.2.1.6279.6001.227796349777753378641347819780_203_533
455,468,287,300,1.3.6.1.4.1.14519.5.2.1.6279.6001.227796349777753378641347819780_183_534
179,192,402,415,1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628_89_134
112,138,304,330,1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286_48_74
172,197,303,328,1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286_58_75
133,144,326,337,1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478_140_392
347,358,296,307,1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478_138_393
197,212,345,360,1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632_163_1024
178,191,332,345,1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632_214_1025
388,401,318,331,1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632_304_1026
370,381,226,237,1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798_316_338
151,162,353,364,1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798_92_339
429,441,195,207,1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798_160_340
183,202,408,427,1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798_316_341
125,162,144,181,1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746_53_1050
327,358,332,363,1.3.6.1.4.1.14519.5.2.1.6279.6001.252634638822000832774167856951_162_633
357,382,348,373,1.3.6.1.4.1.14519.5.2.1.6279.6001.404768898286087278137462774930_82_972
359,371,144,156,1.3.6.1.4.1.14519.5.2.1.6279.6001.192419869605596446455526220766_134_363
168,181,151,164,1.3.6.1.4.1.14519.5.2.1.6279.6001.237428977311365557972720635401_115_566
104,132,355,383,1.3.6.1.4.1.14519.5.2.1.6279.6001.970428941353693253759289796610_104_1177
106,125,262,281,1.3.6.1.4.1.14519.5.2.1.6279.6001.970428941353693253759289796610_108_1178
391,404,157,170,1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689_66_717
84,112,207,235,1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689_78_718
190,224,209,243,1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689_73_719
151,162,251,262,1.3.6.1.4.1.14519.5.2.1.6279.6001.961063442349005937536597225349_378_1171
135,149,293,307,1.3.6.1.4.1.14519.5.2.1.6279.6001.274052674198758621258447180130_158_715
142,156,394,408,1.3.6.1.4.1.14519.5.2.1.6279.6001.274052674198758621258447180130_108_716
131,146,156,171,1.3.6.1.4.1.14519.5.2.1.6279.6001.149463915556499304732434215056_75_181
125,141,328,344,1.3.6.1.4.1.14519.5.2.1.6279.6001.367204840301639918160517361062_88_960
73,82,237,246,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630_137_405
95,106,179,190,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630_122_406
58,69,325,336,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630_67_407
63,74,203,214,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630_69_408
407,418,229,240,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630_201_409
444,454,209,219,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630_81_410
451,460,265,274,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630_101_411
340,350,344,354,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630_69_412
287,297,239,249,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630_208_413
242,258,301,317,1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_63_11
113,127,277,291,1.3.6.1.4.1.14519.5.2.1.6279.6001.244204120220889433826451158706_142_591
276,288,286,298,1.3.6.1.4.1.14519.5.2.1.6279.6001.244204120220889433826451158706_139_592
208,227,362,381,1.3.6.1.4.1.14519.5.2.1.6279.6001.321465552859463184018938648244_113_886
299,334,217,252,1.3.6.1.4.1.14519.5.2.1.6279.6001.487745546557477250336016826588_118_1004
54,68,299,313,1.3.6.1.4.1.14519.5.2.1.6279.6001.278010349511857248000260557753_239_736
192,206,329,343,1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859_247_235
359,371,339,351,1.3.6.1.4.1.14519.5.2.1.6279.6001.202464973819273687476049035824_170_418
179,195,324,340,1.3.6.1.4.1.14519.5.2.1.6279.6001.272190966764020277652079081128_67_709
125,139,274,288,1.3.6.1.4.1.14519.5.2.1.6279.6001.272190966764020277652079081128_106_710
320,333,359,372,1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574_79_263
400,418,234,252,1.3.6.1.4.1.14519.5.2.1.6279.6001.339142594937666268384335506819_82_954
176,187,123,134,1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558_216_303
75,85,148,158,1.3.6.1.4.1.14519.5.2.1.6279.6001.324290109423920971676288828329_185_901
181,199,103,121,1.3.6.1.4.1.14519.5.2.1.6279.6001.324290109423920971676288828329_201_902
96,117,222,243,1.3.6.1.4.1.14519.5.2.1.6279.6001.324290109423920971676288828329_210_903
354,373,113,132,1.3.6.1.4.1.14519.5.2.1.6279.6001.324290109423920971676288828329_215_904
138,154,70,86,1.3.6.1.4.1.14519.5.2.1.6279.6001.276556509002726404418399209377_83_729
93,108,241,256,1.3.6.1.4.1.14519.5.2.1.6279.6001.276556509002726404418399209377_96_730
189,210,331,352,1.3.6.1.4.1.14519.5.2.1.6279.6001.614147706162329660656328811671_69_1043
88,117,255,284,1.3.6.1.4.1.14519.5.2.1.6279.6001.135657246677982059395844827629_120_133
106,118,330,342,1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029_77_312
98,134,303,339,1.3.6.1.4.1.14519.5.2.1.6279.6001.625270601160880745954773142570_170_1051
352,364,318,330,1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412_242_1040
386,404,261,279,1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591_87_397
112,123,129,140,1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591_90_398
136,146,317,327,1.3.6.1.4.1.14519.5.2.1.6279.6001.323541312620128092852212458228_76_894
322,349,388,415,1.3.6.1.4.1.14519.5.2.1.6279.6001.225227615446398900698431118292_118_520
455,467,309,321,1.3.6.1.4.1.14519.5.2.1.6279.6001.225227615446398900698431118292_120_521
431,443,367,379,1.3.6.1.4.1.14519.5.2.1.6279.6001.225227615446398900698431118292_174_522
415,429,327,341,1.3.6.1.4.1.14519.5.2.1.6279.6001.225227615446398900698431118292_259_523
75,86,338,349,1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280_103_200
73,85,200,212,1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280_108_201
127,138,389,400,1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280_113_202
70,82,367,379,1.3.6.1.4.1.14519.5.2.1.6279.6001.842317928015463083368074520378_146_1119
120,138,230,248,1.3.6.1.4.1.14519.5.2.1.6279.6001.324567010179873305471925391582_214_905
429,440,243,254,1.3.6.1.4.1.14519.5.2.1.6279.6001.324567010179873305471925391582_105_906
192,203,267,278,1.3.6.1.4.1.14519.5.2.1.6279.6001.324567010179873305471925391582_266_907
126,137,172,183,1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210_65_383
103,117,295,309,1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210_34_384
365,382,270,287,1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210_113_385
159,170,202,213,1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210_93_386
140,153,185,198,1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210_76_387
100,112,344,356,1.3.6.1.4.1.14519.5.2.1.6279.6001.191266041369462391833537519639_197_357
151,174,297,320,1.3.6.1.4.1.14519.5.2.1.6279.6001.244681063194071446501270815660_129_596
217,240,173,196,1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179_96_694
205,218,198,211,1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179_94_695
106,119,354,367,1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179_99_696
198,212,386,400,1.3.6.1.4.1.14519.5.2.1.6279.6001.822128649427327893802314908658_47_1107
384,410,247,273,1.3.6.1.4.1.14519.5.2.1.6279.6001.277662902666135640561346462196_315_735
35,48,262,275,1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512_209_423
47,72,277,302,1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512_300_424
143,156,93,106,1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512_298_425
179,192,331,344,1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512_505_426
188,202,341,355,1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512_494_427
434,447,269,282,1.3.6.1.4.1.14519.5.2.1.6279.6001.319066480138812986026181758474_97_883
156,170,365,379,1.3.6.1.4.1.14519.5.2.1.6279.6001.319066480138812986026181758474_118_884
204,217,399,412,1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969_296_266
466,478,305,317,1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969_190_267
200,223,192,215,1.3.6.1.4.1.14519.5.2.1.6279.6001.254254303842550572473665729969_99_640
226,244,283,301,1.3.6.1.4.1.14519.5.2.1.6279.6001.254254303842550572473665729969_149_641
344,363,279,298,1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275_76_7
149,167,272,290,1.3.6.1.4.1.14519.5.2.1.6279.6001.313283554967554803238484128406_98_868
107,125,263,281,1.3.6.1.4.1.14519.5.2.1.6279.6001.313283554967554803238484128406_83_869
199,224,307,332,1.3.6.1.4.1.14519.5.2.1.6279.6001.313283554967554803238484128406_34_870
87,130,290,333,1.3.6.1.4.1.14519.5.2.1.6279.6001.481278873893653517789960724156_31_998
288,317,356,385,1.3.6.1.4.1.14519.5.2.1.6279.6001.481278873893653517789960724156_43_999
114,126,338,350,1.3.6.1.4.1.14519.5.2.1.6279.6001.244447966386688625240438849169_210_594
430,442,346,358,1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236_125_368
390,404,286,300,1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236_299_369
285,304,384,403,1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939_501_226
295,330,151,186,1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391_155_71
128,138,150,160,1.3.6.1.4.1.14519.5.2.1.6279.6001.300246184547502297539521283806_50_825
403,414,244,255,1.3.6.1.4.1.14519.5.2.1.6279.6001.300246184547502297539521283806_108_826
337,353,368,384,1.3.6.1.4.1.14519.5.2.1.6279.6001.975426625618184773401026809852_122_1179
133,146,344,357,1.3.6.1.4.1.14519.5.2.1.6279.6001.293593766328917170359373773080_306_782
132,148,304,320,1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990_201_302
158,187,176,205,1.3.6.1.4.1.14519.5.2.1.6279.6001.850739282072340578344345230132_166_1120
338,351,309,322,1.3.6.1.4.1.14519.5.2.1.6279.6001.336225579776978874775723463327_41_940
135,163,291,319,1.3.6.1.4.1.14519.5.2.1.6279.6001.208511362832825683639135205368_352_442
241,261,268,288,1.3.6.1.4.1.14519.5.2.1.6279.6001.208511362832825683639135205368_342_443
340,355,224,239,1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084_84_99
144,171,295,322,1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084_229_100
411,423,262,274,1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985_89_776
117,131,386,400,1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985_96_777
105,116,222,233,1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985_106_778
345,372,280,307,1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985_137_779
105,118,361,374,1.3.6.1.4.1.14519.5.2.1.6279.6001.252697338970999211181671881792_123_634
62,73,257,268,1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032_213_268
391,402,349,360,1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032_223_269
409,421,290,302,1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032_268_270
371,390,259,278,1.3.6.1.4.1.14519.5.2.1.6279.6001.337845202462615014431060697507_109_943
306,323,194,211,1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468_248_448
290,324,207,241,1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468_275_449
133,152,291,310,1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468_282_450
133,149,373,389,1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_102_218
199,216,358,375,1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_91_219
342,357,397,412,1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_80_220
425,439,265,279,1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_43_221
313,330,399,416,1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_36_222
108,124,143,159,1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989_266_230
338,367,247,276,1.3.6.1.4.1.14519.5.2.1.6279.6001.205993750485568250373835565680_238_432
342,358,324,340,1.3.6.1.4.1.14519.5.2.1.6279.6001.205993750485568250373835565680_251_433
330,342,319,331,1.3.6.1.4.1.14519.5.2.1.6279.6001.205993750485568250373835565680_253_434
161,179,202,220,1.3.6.1.4.1.14519.5.2.1.6279.6001.438308540025607517017949816111_79_981
115,129,291,305,1.3.6.1.4.1.14519.5.2.1.6279.6001.438308540025607517017949816111_69_982
373,393,292,312,1.3.6.1.4.1.14519.5.2.1.6279.6001.463214953282361219537913355115_40_993
118,131,163,176,1.3.6.1.4.1.14519.5.2.1.6279.6001.216252660192313507027754194207_111_475
132,149,301,318,1.3.6.1.4.1.14519.5.2.1.6279.6001.216252660192313507027754194207_137_476
442,455,263,276,1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_110_17
406,420,256,270,1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_81_18
164,175,444,455,1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_96_19
123,142,417,436,1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_114_20
60,77,308,325,1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_117_21
375,390,416,431,1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306_126_22
403,415,209,221,1.3.6.1.4.1.14519.5.2.1.6279.6001.270215889102603268207599305185_281_698
481,495,273,287,1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766_142_172
366,379,246,259,1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766_357_173
320,341,201,222,1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975_106_389
341,370,219,248,1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975_94_390
322,353,330,361,1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975_73_391
349,384,210,245,1.3.6.1.4.1.14519.5.2.1.6279.6001.146987333806092287055399155268_49_167
381,405,320,344,1.3.6.1.4.1.14519.5.2.1.6279.6001.115386642382564804180764325545_187_56
190,207,240,257,1.3.6.1.4.1.14519.5.2.1.6279.6001.826829446346820089862659555750_107_1110
329,352,194,217,1.3.6.1.4.1.14519.5.2.1.6279.6001.826829446346820089862659555750_83_1111
342,373,181,212,1.3.6.1.4.1.14519.5.2.1.6279.6001.826829446346820089862659555750_54_1112
326,345,360,379,1.3.6.1.4.1.14519.5.2.1.6279.6001.826829446346820089862659555750_48_1113
296,318,363,385,1.3.6.1.4.1.14519.5.2.1.6279.6001.826829446346820089862659555750_44_1114
289,306,260,277,1.3.6.1.4.1.14519.5.2.1.6279.6001.826829446346820089862659555750_37_1115
222,235,256,269,1.3.6.1.4.1.14519.5.2.1.6279.6001.390513733720659266816639651938_209_963
422,432,263,273,1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058_79_328
130,140,199,209,1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058_113_329
195,226,319,350,1.3.6.1.4.1.14519.5.2.1.6279.6001.259123825760999546551970425757_210_657
189,199,287,297,1.3.6.1.4.1.14519.5.2.1.6279.6001.259123825760999546551970425757_197_658
206,218,251,263,1.3.6.1.4.1.14519.5.2.1.6279.6001.259123825760999546551970425757_156_659
416,427,271,282,1.3.6.1.4.1.14519.5.2.1.6279.6001.259123825760999546551970425757_64_660
196,205,245,254,1.3.6.1.4.1.14519.5.2.1.6279.6001.259123825760999546551970425757_152_661
432,443,245,256,1.3.6.1.4.1.14519.5.2.1.6279.6001.265960756233787099041040311282_407_684
48,63,287,302,1.3.6.1.4.1.14519.5.2.1.6279.6001.304700823314998198591652152637_54_837
420,436,272,288,1.3.6.1.4.1.14519.5.2.1.6279.6001.228511122591230092662900221600_114_538
414,426,298,310,1.3.6.1.4.1.14519.5.2.1.6279.6001.228511122591230092662900221600_129_539
249,261,217,229,1.3.6.1.4.1.14519.5.2.1.6279.6001.228511122591230092662900221600_139_540
434,444,274,284,1.3.6.1.4.1.14519.5.2.1.6279.6001.419601611032172899567156073142_121_977
165,193,226,254,1.3.6.1.4.1.14519.5.2.1.6279.6001.339546614783708685476232944897_80_955
327,345,358,376,1.3.6.1.4.1.14519.5.2.1.6279.6001.276710697414087561012670296643_112_731
351,366,354,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_25_1145
327,345,357,375,1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_46_1146
111,125,219,233,1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_56_1147
77,92,320,335,1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_62_1148
289,315,189,215,1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_83_1149
151,167,353,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_85_1150
271,289,183,201,1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950_87_1151
84,97,250,263,1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746_59_693
114,135,262,283,1.3.6.1.4.1.14519.5.2.1.6279.6001.202643836890896697853521610450_106_419
126,138,377,389,1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083_60_885
413,426,331,344,1.3.6.1.4.1.14519.5.2.1.6279.6001.114195693932194925962391697338_133_47
67,80,329,342,1.3.6.1.4.1.14519.5.2.1.6279.6001.799582546798528864710752164515_246_1102
100,119,344,363,1.3.6.1.4.1.14519.5.2.1.6279.6001.242761658169703141430370511586_32_585
378,410,178,210,1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384_379_155
300,311,385,396,1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384_298_156
156,171,143,158,1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384_409_157
157,171,360,374,1.3.6.1.4.1.14519.5.2.1.6279.6001.189483585244687808087477024767_39_354
392,402,338,348,1.3.6.1.4.1.14519.5.2.1.6279.6001.189483585244687808087477024767_73_355
380,390,317,327,1.3.6.1.4.1.14519.5.2.1.6279.6001.312704771348460502013249647868_177_865
288,299,386,397,1.3.6.1.4.1.14519.5.2.1.6279.6001.312704771348460502013249647868_146_866
389,401,339,351,1.3.6.1.4.1.14519.5.2.1.6279.6001.312704771348460502013249647868_109_867
77,90,220,233,1.3.6.1.4.1.14519.5.2.1.6279.6001.218476624578721885561483687176_107_488
380,392,278,290,1.3.6.1.4.1.14519.5.2.1.6279.6001.218476624578721885561483687176_135_489
92,107,262,277,1.3.6.1.4.1.14519.5.2.1.6279.6001.252358625003143649770119512644_234_632
398,432,255,289,1.3.6.1.4.1.14519.5.2.1.6279.6001.204802250386343794613980417281_202_429
384,399,383,398,1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314_55_461
459,471,262,274,1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314_61_462
88,101,367,380,1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314_76_463
200,214,397,411,1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314_91_464
120,131,374,385,1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314_95_465
