x_min,x_max,y_min,y_max,ID
117,135,289,307,1.3.6.1.4.1.14519.5.2.1.6279.6001.264251211689085893915477907261_96_672
179,197,319,337,1.3.6.1.4.1.14519.5.2.1.6279.6001.264251211689085893915477907261_96_673
149,167,210,228,1.3.6.1.4.1.14519.5.2.1.6279.6001.264251211689085893915477907261_96_674
401,461,206,266,1.3.6.1.4.1.14519.5.2.1.6279.6001.271307051432838466826189754230_102_704
162,224,259,321,1.3.6.1.4.1.14519.5.2.1.6279.6001.272348349298439120568330857680_104_712
315,361,247,293,1.3.6.1.4.1.14519.5.2.1.6279.6001.279300249795483097365868125932_108_737
166,188,256,278,1.3.6.1.4.1.14519.5.2.1.6279.6001.280125803152924778388346920341_112_745
278,298,356,376,1.3.6.1.4.1.14519.5.2.1.6279.6001.280125803152924778388346920341_112_746
292,310,338,356,1.3.6.1.4.1.14519.5.2.1.6279.6001.280125803152924778388346920341_112_747
315,331,198,214,1.3.6.1.4.1.14519.5.2.1.6279.6001.294120933998772507043263238704_114_785
366,380,268,282,1.3.6.1.4.1.14519.5.2.1.6279.6001.294120933998772507043263238704_114_786
182,200,330,348,1.3.6.1.4.1.14519.5.2.1.6279.6001.294120933998772507043263238704_114_787
101,127,292,318,1.3.6.1.4.1.14519.5.2.1.6279.6001.294120933998772507043263238704_114_788
346,362,315,331,1.3.6.1.4.1.14519.5.2.1.6279.6001.295462530340364058116953738925_116_799
359,405,285,331,1.3.6.1.4.1.14519.5.2.1.6279.6001.295462530340364058116953738925_116_800
127,153,129,155,1.3.6.1.4.1.14519.5.2.1.6279.6001.297433269262659217151107535012_118_803
286,320,138,172,1.3.6.1.4.1.14519.5.2.1.6279.6001.297433269262659217151107535012_118_804
378,392,269,283,1.3.6.1.4.1.14519.5.2.1.6279.6001.323426705628838942177546503237_130_892
194,216,265,287,1.3.6.1.4.1.14519.5.2.1.6279.6001.323535944958374186208096541480_132_893
380,398,206,224,1.3.6.1.4.1.14519.5.2.1.6279.6001.328789598898469177563438457842_134_916
369,403,278,312,1.3.6.1.4.1.14519.5.2.1.6279.6001.328789598898469177563438457842_134_917
353,375,204,226,1.3.6.1.4.1.14519.5.2.1.6279.6001.328789598898469177563438457842_134_918
302,324,188,210,1.3.6.1.4.1.14519.5.2.1.6279.6001.328789598898469177563438457842_134_919
349,371,177,199,1.3.6.1.4.1.14519.5.2.1.6279.6001.328789598898469177563438457842_134_920
324,344,184,204,1.3.6.1.4.1.14519.5.2.1.6279.6001.328789598898469177563438457842_134_921
317,333,161,177,1.3.6.1.4.1.14519.5.2.1.6279.6001.328789598898469177563438457842_134_922
126,144,196,214,1.3.6.1.4.1.14519.5.2.1.6279.6001.328789598898469177563438457842_134_923
156,172,358,374,1.3.6.1.4.1.14519.5.2.1.6279.6001.328789598898469177563438457842_134_924
140,160,291,311,1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463_136_930
138,152,259,273,1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463_136_931
244,258,291,305,1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463_136_932
229,245,358,374,1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463_136_933
195,217,195,217,1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463_136_934
146,162,133,149,1.3.6.1.4.1.14519.5.2.1.6279.6001.362762275895885013176610377950_142_959
453,473,292,312,1.3.6.1.4.1.14519.5.2.1.6279.6001.483655032093002252444764787700_146_1000
187,203,358,374,1.3.6.1.4.1.14519.5.2.1.6279.6001.550599855064600241623943717588_148_1023
434,472,271,309,1.3.6.1.4.1.14519.5.2.1.6279.6001.592821488053137951302246128864_150_1034
366,390,281,305,1.3.6.1.4.1.14519.5.2.1.6279.6001.592821488053137951302246128864_150_1035
177,237,254,314,1.3.6.1.4.1.14519.5.2.1.6279.6001.613212850444255764524630781782_152_1041
186,236,272,322,1.3.6.1.4.1.14519.5.2.1.6279.6001.613212850444255764524630781782_152_1042
283,335,308,360,1.3.6.1.4.1.14519.5.2.1.6279.6001.771831598853841017505646275338_162_1092
134,162,198,226,1.3.6.1.4.1.14519.5.2.1.6279.6001.837810280808122125183730411210_164_1118
71,87,297,313,1.3.6.1.4.1.14519.5.2.1.6279.6001.900182736599353600185270496549_168_1139
335,353,311,329,1.3.6.1.4.1.14519.5.2.1.6279.6001.900182736599353600185270496549_168_1140
133,153,165,185,1.3.6.1.4.1.14519.5.2.1.6279.6001.908250781706513856628130123235_170_1142
382,410,250,278,1.3.6.1.4.1.14519.5.2.1.6279.6001.908250781706513856628130123235_170_1143
132,148,329,345,1.3.6.1.4.1.14519.5.2.1.6279.6001.908250781706513856628130123235_170_1144
295,321,161,187,1.3.6.1.4.1.14519.5.2.1.6279.6001.944888107209008719031293531091_172_1161
33,49,213,229,1.3.6.1.4.1.14519.5.2.1.6279.6001.994459772950022352718462251777_176_1181
106,120,158,172,1.3.6.1.4.1.14519.5.2.1.6279.6001.994459772950022352718462251777_176_1182
184,198,327,341,1.3.6.1.4.1.14519.5.2.1.6279.6001.994459772950022352718462251777_176_1183
126,150,259,283,1.3.6.1.4.1.14519.5.2.1.6279.6001.106630482085576298661469304872_0_14
96,148,130,182,1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943_2_16
126,140,389,403,1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_4_57
228,242,342,356,1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_4_58
368,392,388,412,1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_4_59
326,356,337,367,1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_4_60
120,134,376,390,1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_4_61
128,150,140,162,1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948_6_65
190,214,142,166,1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948_6_66
4,58,239,293,1.3.6.1.4.1.14519.5.2.1.6279.6001.119304665257760307862874140576_8_67
404,422,293,311,1.3.6.1.4.1.14519.5.2.1.6279.6001.119515474430718803379832249911_10_68
85,101,147,163,1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476_14_83
339,355,291,307,1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476_14_84
116,136,387,407,1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225_16_108
301,323,396,418,1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225_16_109
67,87,255,275,1.3.6.1.4.1.14519.5.2.1.6279.6001.130765375502800983459674173881_18_118
416,436,264,284,1.3.6.1.4.1.14519.5.2.1.6279.6001.130765375502800983459674173881_18_119
133,151,206,224,1.3.6.1.4.1.14519.5.2.1.6279.6001.147325126373007278009743173696_22_170
213,231,338,356,1.3.6.1.4.1.14519.5.2.1.6279.6001.147325126373007278009743173696_22_171
101,159,259,317,1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055_24_182
151,165,315,329,1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055_24_183
112,132,203,223,1.3.6.1.4.1.14519.5.2.1.6279.6001.150684298696437181894923266019_26_185
381,399,277,295,1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_28_186
451,467,291,307,1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_28_187
129,153,169,193,1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_28_188
114,126,144,156,1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_28_189
134,154,142,162,1.3.6.1.4.1.14519.5.2.1.6279.6001.153646219551578201092527860224_30_195
77,99,207,229,1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474_32_209
95,113,254,272,1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474_32_210
137,155,330,348,1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474_32_211
292,318,290,316,1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069_34_215
141,155,288,302,1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069_34_216
355,369,270,284,1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069_34_217
354,386,329,361,1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586_38_231
79,139,208,268,1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586_38_232
185,231,333,379,1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295_40_238
363,381,351,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739_42_244
181,195,409,423,1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739_42_245
150,166,347,363,1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739_42_246
117,129,257,269,1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739_42_247
80,94,244,258,1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512_44_255
148,170,301,323,1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512_44_256
219,233,308,322,1.3.6.1.4.1.14519.5.2.1.6279.6001.170921541362033046216100409521_46_260
212,230,288,306,1.3.6.1.4.1.14519.5.2.1.6279.6001.170921541362033046216100409521_46_261
326,342,349,365,1.3.6.1.4.1.14519.5.2.1.6279.6001.173556680294801532247454313511_50_277
361,375,344,358,1.3.6.1.4.1.14519.5.2.1.6279.6001.174168737938619557573021395302_52_279
397,413,210,226,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_54_284
345,367,353,375,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_54_285
309,345,259,295,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_54_286
347,367,327,347,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_54_287
201,223,326,348,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_54_288
192,216,202,226,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_54_289
206,222,193,209,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_54_290
237,253,298,314,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_54_291
205,225,353,373,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_54_292
172,204,338,370,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_54_293
170,186,164,180,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_54_294
400,414,171,185,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518_54_295
344,370,343,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.200725988589959521302320481687_62_402
314,340,292,318,1.3.6.1.4.1.14519.5.2.1.6279.6001.200725988589959521302320481687_62_403
366,390,345,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.221017801605543296514746423389_64_509
337,365,341,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.221017801605543296514746423389_64_510
86,110,204,228,1.3.6.1.4.1.14519.5.2.1.6279.6001.233433352108264931671753343044_68_560
151,169,342,360,1.3.6.1.4.1.14519.5.2.1.6279.6001.233433352108264931671753343044_68_561
121,137,324,340,1.3.6.1.4.1.14519.5.2.1.6279.6001.233433352108264931671753343044_68_562
127,149,315,337,1.3.6.1.4.1.14519.5.2.1.6279.6001.233652865358649579816568545171_70_563
289,315,301,327,1.3.6.1.4.1.14519.5.2.1.6279.6001.241717018262666382493757419144_76_581
358,370,314,326,1.3.6.1.4.1.14519.5.2.1.6279.6001.241717018262666382493757419144_76_582
406,426,242,262,1.3.6.1.4.1.14519.5.2.1.6279.6001.245248446973732759194067808002_78_597
175,193,363,381,1.3.6.1.4.1.14519.5.2.1.6279.6001.247816269490470394602288565775_80_606
334,378,210,254,1.3.6.1.4.1.14519.5.2.1.6279.6001.247816269490470394602288565775_80_607
439,461,328,350,1.3.6.1.4.1.14519.5.2.1.6279.6001.249450003033735700817635168066_82_616
440,460,223,243,1.3.6.1.4.1.14519.5.2.1.6279.6001.249450003033735700817635168066_82_617
422,444,370,392,1.3.6.1.4.1.14519.5.2.1.6279.6001.249450003033735700817635168066_82_618
50,78,246,274,1.3.6.1.4.1.14519.5.2.1.6279.6001.249450003033735700817635168066_82_619
116,162,156,202,1.3.6.1.4.1.14519.5.2.1.6279.6001.251215764736737018371915284679_84_631
72,92,202,222,1.3.6.1.4.1.14519.5.2.1.6279.6001.252814707117018427472206147014_86_635
312,330,349,367,1.3.6.1.4.1.14519.5.2.1.6279.6001.252814707117018427472206147014_86_636
346,366,359,379,1.3.6.1.4.1.14519.5.2.1.6279.6001.254473943359963613733707320244_90_642
89,103,362,376,1.3.6.1.4.1.14519.5.2.1.6279.6001.254473943359963613733707320244_90_643
344,370,352,378,1.3.6.1.4.1.14519.5.2.1.6279.6001.270951128717816232360812849541_96_702
333,351,233,251,1.3.6.1.4.1.14519.5.2.1.6279.6001.277452631455527999380186898011_100_734
403,419,122,138,1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409_102_750
416,436,302,322,1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409_102_751
203,221,220,238,1.3.6.1.4.1.14519.5.2.1.6279.6001.286217539434358186648717203667_104_757
192,212,294,314,1.3.6.1.4.1.14519.5.2.1.6279.6001.286217539434358186648717203667_104_758
341,355,252,266,1.3.6.1.4.1.14519.5.2.1.6279.6001.286217539434358186648717203667_104_759
313,335,374,396,1.3.6.1.4.1.14519.5.2.1.6279.6001.292194861362266467652267941663_108_780
415,439,285,309,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446_118_848
122,150,311,339,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446_118_849
381,397,176,192,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446_118_850
355,375,277,297,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446_118_851
390,406,250,266,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446_118_852
172,200,381,409,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446_118_853
138,154,271,287,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446_118_854
122,136,368,382,1.3.6.1.4.1.14519.5.2.1.6279.6001.315187221221054114974341475212_122_875
99,115,343,359,1.3.6.1.4.1.14519.5.2.1.6279.6001.315187221221054114974341475212_122_876
326,342,375,391,1.3.6.1.4.1.14519.5.2.1.6279.6001.315770913282450940389971401304_124_878
73,153,158,238,1.3.6.1.4.1.14519.5.2.1.6279.6001.316900421002460665752357657094_126_879
312,344,246,278,1.3.6.1.4.1.14519.5.2.1.6279.6001.316900421002460665752357657094_126_880
378,414,334,370,1.3.6.1.4.1.14519.5.2.1.6279.6001.316911475886263032009840828684_128_881
332,360,209,237,1.3.6.1.4.1.14519.5.2.1.6279.6001.321935195060268166151738328001_130_887
181,215,354,388,1.3.6.1.4.1.14519.5.2.1.6279.6001.321935195060268166151738328001_130_888
298,318,323,343,1.3.6.1.4.1.14519.5.2.1.6279.6001.329404588567903628160652715124_132_926
285,347,186,248,1.3.6.1.4.1.14519.5.2.1.6279.6001.329404588567903628160652715124_132_927
113,133,355,375,1.3.6.1.4.1.14519.5.2.1.6279.6001.329624439086643515259182406526_134_928
180,222,206,248,1.3.6.1.4.1.14519.5.2.1.6279.6001.330544495001617450666819906758_136_929
446,462,257,273,1.3.6.1.4.1.14519.5.2.1.6279.6001.338447145504282422142824032832_138_947
387,425,229,267,1.3.6.1.4.1.14519.5.2.1.6279.6001.404457313935200882843898832756_142_971
290,308,310,328,1.3.6.1.4.1.14519.5.2.1.6279.6001.416701701108520592702405866796_146_975
370,394,309,333,1.3.6.1.4.1.14519.5.2.1.6279.6001.513023675145166449943177283490_154_1014
372,394,384,406,1.3.6.1.4.1.14519.5.2.1.6279.6001.569096986145782511000054443951_158_1031
166,188,391,413,1.3.6.1.4.1.14519.5.2.1.6279.6001.569096986145782511000054443951_158_1032
265,283,283,301,1.3.6.1.4.1.14519.5.2.1.6279.6001.618434772073433276874225174904_160_1048
80,134,305,359,1.3.6.1.4.1.14519.5.2.1.6279.6001.652347820272212119124022644822_162_1055
150,170,317,337,1.3.6.1.4.1.14519.5.2.1.6279.6001.658611160253017715059194304729_164_1057
137,155,289,307,1.3.6.1.4.1.14519.5.2.1.6279.6001.658611160253017715059194304729_164_1058
188,254,256,322,1.3.6.1.4.1.14519.5.2.1.6279.6001.669435869708883155232318480131_166_1060
87,111,303,327,1.3.6.1.4.1.14519.5.2.1.6279.6001.725236073737175770730904408416_168_1077
320,340,357,377,1.3.6.1.4.1.14519.5.2.1.6279.6001.803987517543436570820681016103_170_1104
143,161,121,139,1.3.6.1.4.1.14519.5.2.1.6279.6001.803987517543436570820681016103_170_1105
152,188,269,305,1.3.6.1.4.1.14519.5.2.1.6279.6001.877026508860018521147620598474_172_1126
130,176,257,303,1.3.6.1.4.1.14519.5.2.1.6279.6001.948414623428298219623354433437_174_1163
176,224,190,238,1.3.6.1.4.1.14519.5.2.1.6279.6001.948414623428298219623354433437_174_1164
78,96,268,286,1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802_176_1166
190,210,387,407,1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802_176_1167
379,419,352,392,1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802_176_1168
340,362,406,428,1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802_176_1169
425,443,324,342,1.3.6.1.4.1.14519.5.2.1.6279.6001.955688628308192728558382581802_176_1170
373,395,258,280,1.3.6.1.4.1.14519.5.2.1.6279.6001.100398138793540579077826395208_2_2
159,213,271,325,1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609_8_27
150,184,293,327,1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028_10_29
99,119,348,368,1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028_10_30
292,374,286,368,1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_14_34
171,217,171,217,1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_14_35
165,197,380,412,1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026_16_62
22,52,268,298,1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026_16_63
59,79,289,309,1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026_16_64
363,377,202,216,1.3.6.1.4.1.14519.5.2.1.6279.6001.129567032250534530765928856531_20_111
358,382,344,368,1.3.6.1.4.1.14519.5.2.1.6279.6001.132817748896065918417924920957_22_122
406,424,112,130,1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124_30_141
101,123,211,233,1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124_30_142
135,173,304,342,1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124_30_143
409,451,347,389,1.3.6.1.4.1.14519.5.2.1.6279.6001.140239815496047437552471323962_32_145
146,164,151,169,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_40_203
130,154,297,321,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_40_204
95,111,369,385,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_40_205
411,431,168,188,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_40_206
405,423,346,364,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_40_207
422,440,337,355,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_40_208
181,211,262,292,1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883_42_213
131,161,288,318,1.3.6.1.4.1.14519.5.2.1.6279.6001.160586340600816116143631200450_44_214
153,171,370,388,1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929_46_223
433,461,202,230,1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929_46_224
161,195,165,199,1.3.6.1.4.1.14519.5.2.1.6279.6001.174907798609768549012640380786_48_282
165,217,118,170,1.3.6.1.4.1.14519.5.2.1.6279.6001.174907798609768549012640380786_48_283
398,412,319,333,1.3.6.1.4.1.14519.5.2.1.6279.6001.176638348958425792989125209419_52_296
349,367,207,225,1.3.6.1.4.1.14519.5.2.1.6279.6001.176638348958425792989125209419_52_297
366,384,218,236,1.3.6.1.4.1.14519.5.2.1.6279.6001.178391668569567816549737454720_54_304
167,193,275,301,1.3.6.1.4.1.14519.5.2.1.6279.6001.188265424231150847356515802868_58_346
201,223,257,279,1.3.6.1.4.1.14519.5.2.1.6279.6001.194246472548954252250399902051_64_366
113,139,318,344,1.3.6.1.4.1.14519.5.2.1.6279.6001.200841000324240313648595016964_66_404
384,400,348,364,1.3.6.1.4.1.14519.5.2.1.6279.6001.205523326998654833765855998037_70_430
419,435,268,284,1.3.6.1.4.1.14519.5.2.1.6279.6001.205523326998654833765855998037_70_431
373,405,316,348,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588_76_495
347,369,329,351,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588_76_496
385,403,275,293,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588_76_497
321,337,334,350,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588_76_498
229,245,294,310,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588_76_499
195,217,354,376,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588_76_500
177,199,205,227,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588_76_501
310,336,261,287,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588_76_502
329,347,308,326,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588_76_503
170,214,381,425,1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685_78_513
92,112,370,390,1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685_78_514
282,306,348,372,1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685_78_515
52,82,300,330,1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685_78_516
92,114,290,312,1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296_86_568
394,420,279,305,1.3.6.1.4.1.14519.5.2.1.6279.6001.244442540088515471945035689377_88_593
414,436,140,162,1.3.6.1.4.1.14519.5.2.1.6279.6001.245391706475696258069508046497_92_598
398,424,204,230,1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633_94_599
100,136,178,214,1.3.6.1.4.1.14519.5.2.1.6279.6001.255999614855292116767517149228_98_646
101,123,314,336,1.3.6.1.4.1.14519.5.2.1.6279.6001.257840703452266097926250569223_100_653
379,397,332,350,1.3.6.1.4.1.14519.5.2.1.6279.6001.257840703452266097926250569223_100_654
345,393,364,412,1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112_102_655
414,432,249,267,1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112_102_656
84,102,277,295,1.3.6.1.4.1.14519.5.2.1.6279.6001.262736997975960398949912434623_104_668
122,138,181,197,1.3.6.1.4.1.14519.5.2.1.6279.6001.262736997975960398949912434623_104_669
379,393,330,344,1.3.6.1.4.1.14519.5.2.1.6279.6001.273525289046256012743471155680_106_714
122,138,171,187,1.3.6.1.4.1.14519.5.2.1.6279.6001.275755514659958628040305922764_108_720
183,209,166,192,1.3.6.1.4.1.14519.5.2.1.6279.6001.275755514659958628040305922764_108_721
128,152,203,227,1.3.6.1.4.1.14519.5.2.1.6279.6001.275755514659958628040305922764_108_722
407,429,352,374,1.3.6.1.4.1.14519.5.2.1.6279.6001.275755514659958628040305922764_108_723
100,118,389,407,1.3.6.1.4.1.14519.5.2.1.6279.6001.275755514659958628040305922764_108_724
114,132,308,326,1.3.6.1.4.1.14519.5.2.1.6279.6001.275986221854423197884953496664_110_727
154,170,257,273,1.3.6.1.4.1.14519.5.2.1.6279.6001.275986221854423197884953496664_110_728
140,198,366,424,1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734_114_770
139,181,342,384,1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734_114_771
347,387,329,369,1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734_114_772
371,399,279,307,1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734_114_773
343,365,277,299,1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734_114_774
417,435,177,195,1.3.6.1.4.1.14519.5.2.1.6279.6001.291539125579672469833850180824_116_775
113,157,268,312,1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169_118_801
352,390,173,211,1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169_118_802
105,125,188,208,1.3.6.1.4.1.14519.5.2.1.6279.6001.299476369290630280560355838785_120_809
74,90,333,349,1.3.6.1.4.1.14519.5.2.1.6279.6001.299476369290630280560355838785_120_810
359,387,160,188,1.3.6.1.4.1.14519.5.2.1.6279.6001.301582691063019848479942618641_122_832
172,192,374,394,1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021_124_844
105,125,189,209,1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021_124_845
333,399,231,297,1.3.6.1.4.1.14519.5.2.1.6279.6001.323408652979949774528873200770_128_890
341,397,301,357,1.3.6.1.4.1.14519.5.2.1.6279.6001.323408652979949774528873200770_128_891
382,400,369,387,1.3.6.1.4.1.14519.5.2.1.6279.6001.323899724653546164058849558431_130_899
378,398,367,387,1.3.6.1.4.1.14519.5.2.1.6279.6001.323899724653546164058849558431_130_900
304,322,357,375,1.3.6.1.4.1.14519.5.2.1.6279.6001.338104567770715523699587505022_136_944
93,111,374,392,1.3.6.1.4.1.14519.5.2.1.6279.6001.338104567770715523699587505022_136_945
124,158,266,300,1.3.6.1.4.1.14519.5.2.1.6279.6001.338114620394879648539943280992_138_946
85,105,309,329,1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546_140_948
62,78,315,331,1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546_140_949
64,80,271,287,1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546_140_950
416,438,312,334,1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546_140_951
393,407,356,370,1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546_140_952
109,127,171,189,1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546_140_953
187,211,144,168,1.3.6.1.4.1.14519.5.2.1.6279.6001.339882192295517122002429068974_142_956
325,347,374,396,1.3.6.1.4.1.14519.5.2.1.6279.6001.394470743585708729682444806008_144_965
439,457,171,189,1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538_148_973
190,214,301,325,1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538_148_974
37,69,248,280,1.3.6.1.4.1.14519.5.2.1.6279.6001.439153572396640163898529626096_150_983
